date_from;date_to;User_ID;session_ID;Synthetic_3_6kW;Synthetic_7_2kW;Flex_3_6kW;Flex_7_2kW
02.09.2019 03:00;02.09.2019 04:00;AdO1-1;2054;3,58;NA;NA;7,2
02.09.2019 03:00;02.09.2019 04:00;Bl2-3;2046;NA;NA;3,6;7,2
02.09.2019 03:00;02.09.2019 04:00;Bl2-2;2052;NA;NA;3,6;7,2
02.09.2019 03:00;02.09.2019 04:00;Bl2-5;2053;NA;NA;3,6;7,2
02.09.2019 03:00;02.09.2019 04:00;AdO3-2;2048;NA;NA;3,6;7,2
02.09.2019 03:00;02.09.2019 04:00;AsO2-1;2012;NA;NA;3,6;7,2
02.09.2019 04:00;02.09.2019 05:00;AdO1-3;2050;NA;NA;3,6;7,2
02.09.2019 04:00;02.09.2019 05:00;SR2-3;2049;NA;NA;3,6;7,2
02.09.2019 04:00;02.09.2019 05:00;Bl2-3;2046;NA;NA;3,6;7,2
02.09.2019 04:00;02.09.2019 05:00;AsO2-1;2012;NA;NA;3,6;7,2
02.09.2019 04:00;02.09.2019 05:00;Bl2-5;2053;NA;NA;3,6;7,2
02.09.2019 04:00;02.09.2019 05:00;Bl2-2;2052;NA;NA;3,6;7,2
02.09.2019 04:00;02.09.2019 05:00;Share-8;2051;0,01;NA;3,59;7,2
02.09.2019 04:00;02.09.2019 05:00;AdO1-1;2054;NA;NA;0,02;7,2
02.09.2019 04:00;02.09.2019 05:00;AdO3-2;2048;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;AdO3-2;2048;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;Bl2-2;2052;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;Bl2-3;2046;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;AdO1-3;2050;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;AsO2-1;2012;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;Bl2-5;2053;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;SR2-3;2049;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;AdO1-1;2054;NA;NA;3,6;7,2
02.09.2019 05:00;02.09.2019 06:00;Share-8;2051;NA;NA;3,6;7,2
02.09.2019 06:00;02.09.2019 07:00;AdO1-3;2050;NA;NA;3,6;7,2
02.09.2019 06:00;02.09.2019 07:00;Bl2-3;2046;NA;NA;3,6;7,2
02.09.2019 06:00;02.09.2019 07:00;AdO1-1;2054;NA;NA;3,6;7,2
02.09.2019 06:00;02.09.2019 07:00;Bl2-5;2053;NA;NA;3,6;6,954
02.09.2019 06:00;02.09.2019 07:00;AsO2-1;2012;NA;NA;3,6;7,2
02.09.2019 06:00;02.09.2019 07:00;AdO3-2;2048;NA;NA;3,6;7,2
02.09.2019 06:00;02.09.2019 07:00;Share-8;2051;NA;NA;3,6;7,2
02.09.2019 06:00;02.09.2019 07:00;Bl2-2;2052;NA;NA;3,6;7,2
02.09.2019 06:00;02.09.2019 07:00;SR2-3;2049;NA;NA;3,6;7,2
02.09.2019 07:00;02.09.2019 08:00;AdO1-3;2050;NA;NA;1,456;2,912
02.09.2019 07:00;02.09.2019 08:00;Share-8;2051;NA;NA;3,6;7,2
02.09.2019 07:00;02.09.2019 08:00;AdO3-2;2048;NA;NA;3,6;7,2
02.09.2019 07:00;02.09.2019 08:00;Bl2-2;2052;NA;NA;3,6;7,2
02.09.2019 07:00;02.09.2019 08:00;AdO1-1;2054;NA;NA;3,6;7,2
02.09.2019 07:00;02.09.2019 08:00;Bl2-3;2046;NA;NA;2,047;4,094
02.09.2019 07:00;02.09.2019 08:00;SR2-3;2049;NA;NA;2,197;4,394
02.09.2019 07:00;02.09.2019 08:00;Bl2-5;2053;NA;NA;2,177;NA
02.09.2019 07:00;02.09.2019 08:00;AsO2-1;2012;NA;NA;1,861;3,722
02.09.2019 08:00;02.09.2019 09:00;Share-8;2051;NA;NA;3,494;6,988
02.09.2019 08:00;02.09.2019 09:00;Bl2-2;2052;NA;NA;3,6;7,2
02.09.2019 08:00;02.09.2019 09:00;AdO1-1;2054;NA;NA;3,6;7,2
02.09.2019 08:00;02.09.2019 09:00;AdO3-2;2048;NA;NA;3,6;7,2
02.09.2019 09:00;02.09.2019 10:00;Bl2-6;2055;2,94;5,88;NA;NA
02.09.2019 09:00;02.09.2019 10:00;AdO3-2;2048;NA;NA;3,6;7,2
02.09.2019 09:00;02.09.2019 10:00;AdO1-1;2054;NA;NA;3,6;7,2
02.09.2019 09:00;02.09.2019 10:00;Bl2-2;2052;NA;NA;0,827;1,654
02.09.2019 10:00;02.09.2019 11:00;AdO3-2;2048;NA;NA;3,6;7,2
02.09.2019 10:00;02.09.2019 11:00;AdO1-1;2054;NA;NA;3,6;5,86
02.09.2019 10:00;02.09.2019 11:00;Bl2-6;2055;3,6;7,2;NA;NA
02.09.2019 11:00;02.09.2019 12:00;AdO1-1;2054;NA;NA;2,93;NA
02.09.2019 11:00;02.09.2019 12:00;AdO3-2;2048;NA;NA;2,557;5,114
02.09.2019 11:00;02.09.2019 12:00;Bl2-6;2055;3,6;1,41;NA;5,79
02.09.2019 12:00;02.09.2019 13:00;Bl2-6;2055;3,6;NA;NA;7,2
02.09.2019 13:00;02.09.2019 14:00;Bl2-6;2055;0,75;NA;2,85;7,2
02.09.2019 14:00;02.09.2019 15:00;AdO1-1;2056;1,98;3,96;NA;NA
02.09.2019 14:00;02.09.2019 15:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 15:00;02.09.2019 16:00;Bl2-1;2057;3,3;6,6;NA;NA
02.09.2019 15:00;02.09.2019 16:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 15:00;02.09.2019 16:00;AdO1-1;2056;3,6;6,82;NA;0,38
02.09.2019 16:00;02.09.2019 17:00;Bl2-1;2057;3,6;7,2;NA;NA
02.09.2019 16:00;02.09.2019 17:00;Share-30;2058;1,92;3,84;NA;NA
02.09.2019 16:00;02.09.2019 17:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 16:00;02.09.2019 17:00;AdO1-1;2056;3,6;NA;NA;7,2
02.09.2019 16:00;02.09.2019 17:00;SR14-1;2059;1,44;2,88;NA;NA
02.09.2019 16:00;02.09.2019 17:00;AsO2-1;2061;0,24;0,48;NA;NA
02.09.2019 16:00;02.09.2019 17:00;AdO1-3;2060;0,84;1,68;NA;NA
02.09.2019 17:00;02.09.2019 18:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 17:00;02.09.2019 18:00;AsO2-1;2061;3,6;7,2;NA;NA
02.09.2019 17:00;02.09.2019 18:00;SR14-1;2059;3,6;7,2;NA;NA
02.09.2019 17:00;02.09.2019 18:00;Bl2-1;2057;3,6;1,62;NA;5,58
02.09.2019 17:00;02.09.2019 18:00;AdO1-3;2060;3,6;6,92;NA;0,28
02.09.2019 17:00;02.09.2019 18:00;AdO1-1;2056;1,6;NA;0,309;3,818
02.09.2019 17:00;02.09.2019 18:00;SR14-2;2062;3,42;6,84;NA;NA
02.09.2019 17:00;02.09.2019 18:00;Share-30;2058;3,6;7,2;NA;NA
02.09.2019 18:00;02.09.2019 19:00;AsO2-1;2061;3,6;4,23;NA;2,97
02.09.2019 18:00;02.09.2019 19:00;AdO1-3;2060;3,6;NA;NA;7,2
02.09.2019 18:00;02.09.2019 19:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 18:00;02.09.2019 19:00;Share-30;2058;3,6;7,2;NA;NA
02.09.2019 18:00;02.09.2019 19:00;SR14-2;2062;3,6;7,2;NA;NA
02.09.2019 18:00;02.09.2019 19:00;Bl2-1;2057;3,6;NA;NA;7,2
02.09.2019 18:00;02.09.2019 19:00;SR14-1;2059;3,6;7,2;NA;NA
02.09.2019 19:00;02.09.2019 20:00;Bl2-1;2057;1,32;NA;1,821;6,282
02.09.2019 19:00;02.09.2019 20:00;AsO2-1;2061;3,6;NA;NA;7,2
02.09.2019 19:00;02.09.2019 20:00;AdO3-2;2063;1,26;2,52;NA;NA
02.09.2019 19:00;02.09.2019 20:00;Share-30;2058;3,6;2,7;NA;0,948
02.09.2019 19:00;02.09.2019 20:00;SR14-2;2062;3,6;7,2;NA;NA
02.09.2019 19:00;02.09.2019 20:00;AdO1-3;2060;0,56;NA;0,119;1,358
02.09.2019 19:00;02.09.2019 20:00;SR14-1;2059;3,6;7,2;NA;NA
02.09.2019 19:00;02.09.2019 20:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 20:00;02.09.2019 21:00;SR14-2;2062;3,6;7,2;NA;NA
02.09.2019 20:00;02.09.2019 21:00;SR14-1;2059;3,6;7,2;NA;NA
02.09.2019 20:00;02.09.2019 21:00;Bl2-5;2064;0,66;1,32;NA;NA
02.09.2019 20:00;02.09.2019 21:00;Share-30;2058;3,6;NA;NA;NA
02.09.2019 20:00;02.09.2019 21:00;AsO2-1;2061;0,87;NA;2,73;7,2
02.09.2019 20:00;02.09.2019 21:00;AdO3-2;2063;3,6;3,91;NA;3,29
02.09.2019 20:00;02.09.2019 21:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 20:00;02.09.2019 21:00;AdO1-3;2065;0,24;0,48;NA;NA
02.09.2019 21:00;02.09.2019 22:00;SR14-2;2062;3,6;7,2;NA;NA
02.09.2019 21:00;02.09.2019 22:00;Share-7;2066;3,24;6,48;NA;NA
02.09.2019 21:00;02.09.2019 22:00;Bl2-5;2064;2,26;1,6;0,048;3,016
02.09.2019 21:00;02.09.2019 22:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 21:00;02.09.2019 22:00;AsO2-1;2061;NA;NA;3,6;7,2
02.09.2019 21:00;02.09.2019 22:00;SR14-1;2059;3,6;5,4;NA;1,8
02.09.2019 21:00;02.09.2019 22:00;AdO1-3;2065;3,6;7,2;NA;NA
02.09.2019 21:00;02.09.2019 22:00;AdO3-2;2063;1,57;NA;2,03;7,2
02.09.2019 21:00;02.09.2019 22:00;Share-30;2058;3,6;NA;NA;NA
02.09.2019 22:00;02.09.2019 23:00;SR14-2;2062;3,6;2,82;NA;4,38
02.09.2019 22:00;02.09.2019 23:00;Share-7;2066;3,6;7,2;NA;NA
02.09.2019 22:00;02.09.2019 23:00;AsO2-1;2061;NA;NA;3,6;7,2
02.09.2019 22:00;02.09.2019 23:00;SR14-1;2059;3,6;NA;NA;7,2
02.09.2019 22:00;02.09.2019 23:00;AdO3-2;2063;NA;NA;3,6;7,2
02.09.2019 22:00;02.09.2019 23:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 22:00;02.09.2019 23:00;Bl2-5;2067;2,04;4,08;NA;NA
02.09.2019 22:00;02.09.2019 23:00;Share-30;2058;1,02;NA;NA;NA
02.09.2019 22:00;02.09.2019 23:00;AdO1-3;2065;3,6;1,51;NA;5,69
02.09.2019 23:00;03.09.2019 00:00;Bl2-6;2055;NA;NA;3,6;7,2
02.09.2019 23:00;03.09.2019 00:00;AdO1-3;2065;1,75;NA;1,85;7,2
02.09.2019 23:00;03.09.2019 00:00;AsO2-1;2061;NA;NA;3,6;7,2
02.09.2019 23:00;03.09.2019 00:00;SR14-1;2059;3,6;NA;NA;6,678
02.09.2019 23:00;03.09.2019 00:00;Share-7;2066;3,6;7,2;NA;NA
02.09.2019 23:00;03.09.2019 00:00;AdO3-2;2063;NA;NA;3,6;7,2
02.09.2019 23:00;03.09.2019 00:00;SR14-2;2062;3,6;NA;NA;7,2
02.09.2019 23:00;03.09.2019 00:00;Share-8;2068;2,04;4,08;NA;NA
02.09.2019 23:00;03.09.2019 00:00;Bl2-5;2067;3,6;3,44;NA;3,76
03.09.2019 00:00;03.09.2019 01:00;Share-7;2066;3,6;7,2;NA;NA
03.09.2019 00:00;03.09.2019 01:00;SR14-1;2059;3,6;NA;NA;NA
03.09.2019 00:00;03.09.2019 01:00;Share-8;2068;3,6;7,2;NA;NA
03.09.2019 00:00;03.09.2019 01:00;AdO1-3;2065;NA;NA;3,6;7,2
03.09.2019 00:00;03.09.2019 01:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 00:00;03.09.2019 01:00;SR14-2;2062;3,6;NA;NA;7,2
03.09.2019 00:00;03.09.2019 01:00;Bl2-5;2067;1,88;NA;1,72;7,2
03.09.2019 00:00;03.09.2019 01:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 00:00;03.09.2019 01:00;AsO2-1;2061;NA;NA;3,6;7,2
03.09.2019 01:00;03.09.2019 02:00;AsO2-1;2061;NA;NA;3,6;7,2
03.09.2019 01:00;03.09.2019 02:00;Bl2-5;2067;NA;NA;3,6;7,2
03.09.2019 01:00;03.09.2019 02:00;AdO1-3;2065;NA;NA;3,6;7,2
03.09.2019 01:00;03.09.2019 02:00;Share-8;2068;3,6;7,2;NA;NA
03.09.2019 01:00;03.09.2019 02:00;SR14-1;2059;3,6;NA;NA;NA
03.09.2019 01:00;03.09.2019 02:00;Share-7;2066;3,6;7,2;NA;NA
03.09.2019 01:00;03.09.2019 02:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 01:00;03.09.2019 02:00;SR14-2;2062;3,6;NA;NA;7,2
03.09.2019 01:00;03.09.2019 02:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 02:00;03.09.2019 03:00;SR14-2;2062;3,6;NA;NA;7,2
03.09.2019 02:00;03.09.2019 03:00;AsO2-1;2061;NA;NA;3,6;7,2
03.09.2019 02:00;03.09.2019 03:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 02:00;03.09.2019 03:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 02:00;03.09.2019 03:00;AdO1-3;2065;NA;NA;3,6;7,2
03.09.2019 02:00;03.09.2019 03:00;Share-7;2066;3,6;7,2;NA;NA
03.09.2019 02:00;03.09.2019 03:00;SR14-1;2059;3,24;NA;NA;NA
03.09.2019 02:00;03.09.2019 03:00;Bl2-5;2067;NA;NA;3,6;7,2
03.09.2019 02:00;03.09.2019 03:00;Share-8;2068;3,6;5,11;NA;2,09
03.09.2019 03:00;03.09.2019 04:00;Share-8;2068;3,6;NA;NA;7,2
03.09.2019 03:00;03.09.2019 04:00;Bl2-5;2067;NA;NA;3,6;7,2
03.09.2019 03:00;03.09.2019 04:00;AsO2-1;2061;NA;NA;3,6;7,2
03.09.2019 03:00;03.09.2019 04:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 03:00;03.09.2019 04:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 03:00;03.09.2019 04:00;SR14-2;2062;2,64;NA;0,96;7,2
03.09.2019 03:00;03.09.2019 04:00;Share-7;2066;3,6;4,16;NA;3,04
03.09.2019 03:00;03.09.2019 04:00;AdO1-3;2065;NA;NA;3,6;7,2
03.09.2019 04:00;03.09.2019 05:00;Bl2-5;2067;NA;NA;3,6;7,2
03.09.2019 04:00;03.09.2019 05:00;Share-7;2066;3,6;NA;NA;7,2
03.09.2019 04:00;03.09.2019 05:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 04:00;03.09.2019 05:00;Share-8;2068;3,6;NA;NA;7,2
03.09.2019 04:00;03.09.2019 05:00;AsO2-1;2061;NA;NA;3,6;7,2
03.09.2019 04:00;03.09.2019 05:00;AdO1-3;2065;NA;NA;3,6;7,2
03.09.2019 04:00;03.09.2019 05:00;SR14-2;2062;NA;NA;3,6;7,2
03.09.2019 04:00;03.09.2019 05:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 05:00;03.09.2019 06:00;Bl2-5;2067;NA;NA;3,6;7,2
03.09.2019 05:00;03.09.2019 06:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 05:00;03.09.2019 06:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 05:00;03.09.2019 06:00;Share-8;2068;3,55;NA;NA;7,2
03.09.2019 05:00;03.09.2019 06:00;Share-7;2066;3,6;NA;NA;7,2
03.09.2019 05:00;03.09.2019 06:00;SR14-2;2062;NA;NA;3,6;7,2
03.09.2019 05:00;03.09.2019 06:00;AsO2-1;2061;NA;NA;3,6;7,2
03.09.2019 05:00;03.09.2019 06:00;AdO1-3;2065;NA;NA;3,6;7,2
03.09.2019 06:00;03.09.2019 07:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 06:00;03.09.2019 07:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 06:00;03.09.2019 07:00;AdO1-3;2065;NA;NA;3,6;7,2
03.09.2019 06:00;03.09.2019 07:00;Bl2-5;2067;NA;NA;3,6;7,2
03.09.2019 06:00;03.09.2019 07:00;SR14-2;2062;NA;NA;3,6;7,2
03.09.2019 06:00;03.09.2019 07:00;Share-7;2066;3,6;NA;NA;7,2
03.09.2019 06:00;03.09.2019 07:00;Share-8;2068;NA;NA;0,05;7,2
03.09.2019 06:00;03.09.2019 07:00;AsO2-1;2061;NA;NA;3,6;7,2
03.09.2019 07:00;03.09.2019 08:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 07:00;03.09.2019 08:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 07:00;03.09.2019 08:00;Bl2-5;2067;NA;NA;0,068;0,136
03.09.2019 07:00;03.09.2019 08:00;Share-8;2068;NA;NA;3,6;7,2
03.09.2019 07:00;03.09.2019 08:00;AsO2-1;2061;NA;NA;1,582;3,164
03.09.2019 07:00;03.09.2019 08:00;SR14-2;2062;NA;NA;2,13;4,26
03.09.2019 07:00;03.09.2019 08:00;Share-7;2066;3,6;NA;NA;3,956
03.09.2019 07:00;03.09.2019 08:00;AdO1-3;2065;NA;NA;1,61;3,22
03.09.2019 08:00;03.09.2019 09:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 08:00;03.09.2019 09:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 08:00;03.09.2019 09:00;Share-7;2066;3,6;NA;NA;NA
03.09.2019 08:00;03.09.2019 09:00;Share-8;2068;NA;NA;3,6;7,2
03.09.2019 09:00;03.09.2019 10:00;AdO3-2;2063;NA;NA;3,6;7,2
03.09.2019 09:00;03.09.2019 10:00;Share-7;2066;3,6;NA;NA;NA
03.09.2019 09:00;03.09.2019 10:00;Share-8;2068;NA;NA;3,6;3,014
03.09.2019 09:00;03.09.2019 10:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 10:00;03.09.2019 11:00;Share-4;2069;1,98;3,96;NA;NA
03.09.2019 10:00;03.09.2019 11:00;Share-7;2066;0,2;NA;NA;NA
03.09.2019 10:00;03.09.2019 11:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 10:00;03.09.2019 11:00;Share-8;2068;NA;NA;1,507;NA
03.09.2019 10:00;03.09.2019 11:00;AdO3-2;2063;NA;NA;2,702;5,404
03.09.2019 11:00;03.09.2019 12:00;Share-4;2069;3,6;2,96;NA;4,24
03.09.2019 11:00;03.09.2019 12:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 12:00;03.09.2019 13:00;MS22-1;2070;0,36;0,72;NA;NA
03.09.2019 12:00;03.09.2019 13:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 12:00;03.09.2019 13:00;Share-4;2069;1,34;NA;2,26;7,2
03.09.2019 13:00;03.09.2019 14:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 13:00;03.09.2019 14:00;MS22-1;2070;3,6;7,2;NA;NA
03.09.2019 13:00;03.09.2019 14:00;Share-4;2069;NA;NA;3,6;7,2
03.09.2019 14:00;03.09.2019 15:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 14:00;03.09.2019 15:00;MS22-1;2070;3,6;7,2;NA;NA
03.09.2019 14:00;03.09.2019 15:00;Share-4;2069;NA;NA;2,704;5,408
03.09.2019 15:00;03.09.2019 16:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 15:00;03.09.2019 16:00;MS22-1;2070;3,6;7,2;NA;NA
03.09.2019 16:00;03.09.2019 17:00;MS22-1;2070;3,6;7,2;NA;NA
03.09.2019 16:00;03.09.2019 17:00;Bl2-5;2073;1,98;3,25;NA;6,53
03.09.2019 16:00;03.09.2019 17:00;Bl2-3;2072;3,3;6,6;NA;NA
03.09.2019 16:00;03.09.2019 17:00;AdO3-3;2071;3,3;6,6;NA;NA
03.09.2019 16:00;03.09.2019 17:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 17:00;03.09.2019 18:00;MS22-1;2070;3,6;7,2;NA;NA
03.09.2019 17:00;03.09.2019 18:00;AsO2-1;2075;2,94;5,88;NA;NA
03.09.2019 17:00;03.09.2019 18:00;AdO3-3;2071;3,6;7,2;NA;NA
03.09.2019 17:00;03.09.2019 18:00;Bl2-5;2073;1,27;NA;1,64;NA
03.09.2019 17:00;03.09.2019 18:00;Bl2-3;2072;3,6;7,2;NA;NA
03.09.2019 17:00;03.09.2019 18:00;AdO1-3;2074;3,6;7,2;NA;NA
03.09.2019 17:00;03.09.2019 18:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 18:00;03.09.2019 19:00;AdO3-3;2071;3,6;0,01;NA;7,19
03.09.2019 18:00;03.09.2019 19:00;AdO1-3;2074;3,6;6,65;NA;0,55
03.09.2019 18:00;03.09.2019 19:00;MS22-1;2070;3,6;7,2;NA;NA
03.09.2019 18:00;03.09.2019 19:00;Share-3;2076;0,84;1,68;NA;NA
03.09.2019 18:00;03.09.2019 19:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 18:00;03.09.2019 19:00;Bl2-3;2072;3,6;7,2;NA;NA
03.09.2019 18:00;03.09.2019 19:00;AsO2-1;2075;3,6;6,7;NA;0,5
03.09.2019 19:00;03.09.2019 20:00;Bl2-3;2072;3,6;3,67;NA;3,53
03.09.2019 19:00;03.09.2019 20:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 19:00;03.09.2019 20:00;AdO3-3;2071;3,31;NA;0,29;7,2
03.09.2019 19:00;03.09.2019 20:00;Share-3;2076;3,6;7,2;NA;NA
03.09.2019 19:00;03.09.2019 20:00;MS22-1;2070;3,6;6,57;NA;0,63
03.09.2019 19:00;03.09.2019 20:00;AsO2-1;2075;3,6;NA;NA;7,2
03.09.2019 19:00;03.09.2019 20:00;AdO1-3;2074;3,6;NA;NA;7,2
03.09.2019 20:00;03.09.2019 21:00;AsO2-1;2075;2,44;NA;1,16;7,2
03.09.2019 20:00;03.09.2019 21:00;AdO3-3;2071;NA;NA;3,6;7,2
03.09.2019 20:00;03.09.2019 21:00;Share-14;2077;2,46;4,92;NA;NA
03.09.2019 20:00;03.09.2019 21:00;Share-3;2076;3,6;7,2;NA;NA
03.09.2019 20:00;03.09.2019 21:00;AdO1-3;2074;3,05;NA;0,55;7,2
03.09.2019 20:00;03.09.2019 21:00;MS22-1;2070;3,6;NA;NA;7,2
03.09.2019 20:00;03.09.2019 21:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 20:00;03.09.2019 21:00;Bl2-3;2072;3,6;NA;NA;7,2
03.09.2019 21:00;03.09.2019 22:00;AdO3-3;2071;NA;NA;3,6;7,2
03.09.2019 21:00;03.09.2019 22:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 21:00;03.09.2019 22:00;MS22-1;2070;3,6;NA;NA;7,2
03.09.2019 21:00;03.09.2019 22:00;AdO1-3;2074;NA;NA;3,6;7,2
03.09.2019 21:00;03.09.2019 22:00;Bl2-2;2078;3,48;6,96;NA;NA
03.09.2019 21:00;03.09.2019 22:00;AsO2-1;2075;NA;NA;3,6;7,2
03.09.2019 21:00;03.09.2019 22:00;Bl2-5;2079;2,7;2,82;NA;2,892
03.09.2019 21:00;03.09.2019 22:00;Bl2-3;2072;3,6;NA;NA;7,2
03.09.2019 21:00;03.09.2019 22:00;Share-3;2076;3,6;7,2;NA;NA
03.09.2019 21:00;03.09.2019 22:00;Share-14;2077;3,6;7,2;NA;NA
03.09.2019 22:00;03.09.2019 23:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 22:00;03.09.2019 23:00;Bl2-5;2079;0,12;NA;0,036;NA
03.09.2019 22:00;03.09.2019 23:00;Bl2-3;2072;3,37;NA;0,23;7,2
03.09.2019 22:00;03.09.2019 23:00;Bl2-5;2081;0,36;0,72;NA;NA
03.09.2019 22:00;03.09.2019 23:00;Bl2-7;2080;1,14;2,28;NA;NA
03.09.2019 22:00;03.09.2019 23:00;Bl2-2;2078;3,6;6,79;NA;0,41
03.09.2019 22:00;03.09.2019 23:00;MS22-1;2070;3,6;NA;NA;7,2
03.09.2019 22:00;03.09.2019 23:00;AdO1-3;2074;NA;NA;3,6;7,2
03.09.2019 22:00;03.09.2019 23:00;AsO2-1;2075;NA;NA;3,6;7,2
03.09.2019 22:00;03.09.2019 23:00;Share-14;2077;3,6;7,2;NA;NA
03.09.2019 22:00;03.09.2019 23:00;AdO3-3;2071;NA;NA;3,6;7,2
03.09.2019 22:00;03.09.2019 23:00;Share-3;2076;3,6;7,2;NA;NA
03.09.2019 23:00;04.09.2019 00:00;MS22-1;2070;3,6;NA;NA;7,2
03.09.2019 23:00;04.09.2019 00:00;Bl2-6;2055;NA;NA;3,6;7,2
03.09.2019 23:00;04.09.2019 00:00;Bl2-2;2078;3,6;NA;NA;7,2
03.09.2019 23:00;04.09.2019 00:00;Bl2-5;2081;3,6;7,2;NA;NA
03.09.2019 23:00;04.09.2019 00:00;AsO2-1;2075;NA;NA;3,6;7,2
03.09.2019 23:00;04.09.2019 00:00;Share-3;2076;3,6;1,66;NA;5,54
03.09.2019 23:00;04.09.2019 00:00;Bl2-7;2080;3,27;2,13;0,33;5,07
03.09.2019 23:00;04.09.2019 00:00;Bl2-4;2082;3;6;NA;NA
03.09.2019 23:00;04.09.2019 00:00;Share-14;2077;3,6;7,2;NA;NA
03.09.2019 23:00;04.09.2019 00:00;AdO1-3;2074;NA;NA;3,6;7,2
03.09.2019 23:00;04.09.2019 00:00;AdO3-3;2071;NA;NA;3,6;7,2
03.09.2019 23:00;04.09.2019 00:00;Bl2-3;2072;NA;NA;3,6;7,2
04.09.2019 00:00;04.09.2019 01:00;Bl2-4;2082;3,6;7,2;NA;NA
04.09.2019 00:00;04.09.2019 01:00;Bl2-2;2078;3,07;NA;0,53;7,2
04.09.2019 00:00;04.09.2019 01:00;AsO2-1;2075;NA;NA;3,6;7,2
04.09.2019 00:00;04.09.2019 01:00;AdO1-3;2074;NA;NA;3,6;7,2
04.09.2019 00:00;04.09.2019 01:00;Bl2-7;2080;NA;NA;3,6;7,2
04.09.2019 00:00;04.09.2019 01:00;Bl2-5;2081;3,6;2,03;NA;5,17
04.09.2019 00:00;04.09.2019 01:00;Share-14;2077;3,6;7,2;NA;NA
04.09.2019 00:00;04.09.2019 01:00;Bl2-3;2072;NA;NA;3,6;7,2
04.09.2019 00:00;04.09.2019 01:00;Share-3;2076;3,6;NA;NA;7,2
04.09.2019 00:00;04.09.2019 01:00;Bl2-6;2055;NA;NA;3,6;7,2
04.09.2019 00:00;04.09.2019 01:00;MS22-1;2070;3,6;NA;NA;7,2
04.09.2019 00:00;04.09.2019 01:00;AdO3-3;2071;NA;NA;3,6;7,2
04.09.2019 01:00;04.09.2019 02:00;AdO3-3;2071;NA;NA;3,6;7,2
04.09.2019 01:00;04.09.2019 02:00;Bl2-5;2081;2,39;NA;1,21;7,2
04.09.2019 01:00;04.09.2019 02:00;Bl2-4;2082;3,6;7,2;NA;NA
04.09.2019 01:00;04.09.2019 02:00;Bl2-6;2055;NA;NA;3,6;7,2
